timestamp,value
2015-12-07T09:46:00Z,33.0432
2015-12-07T09:47:00Z,33.1449
2015-12-07T09:48:00Z,33.2297
2015-12-07T09:49:00Z,33.3085
2015-12-07T09:50:00Z,33.3917
2015-12-07T09:51:00Z,33.4862
2015-12-07T09:52:00Z,33.5928
2015-12-07T09:53:00Z,33.7117
2015-12-07T09:54:00Z,33.8433
2015-12-07T09:55:00Z,33.9896
2015-12-07T09:56:00Z,34.1568
2015-12-07T09:57:00Z,34.3518
2015-12-07T09:58:00Z,34.5814
2015-12-07T09:59:00Z,34.8431
2015-12-07T10:00:00Z,35.0946
2015-12-07T10:01:00Z,35.2829
2015-12-07T10:02:00Z,35.3554
2015-12-07T10:03:00Z,35.2827
2015-12-07T10:04:00Z,35.2103
2015-12-07T10:05:00Z,35.3621
2015-12-07T10:06:00Z,35.9625
2015-12-07T10:07:00Z,37.2154
2015-12-07T10:08:00Z,39.0375
2015-12-07T10:09:00Z,41.1348
2015-12-07T10:10:00Z,43.2084
2015-12-07T10:11:00Z,44.9646
2015-12-07T10:12:00Z,46.2843
2015-12-07T10:13:00Z,47.254
2015-12-07T10:14:00Z,47.9725
2015-12-07T10:15:00Z,48.5383
2015-12-07T10:16:00Z,49.0242
2015-12-07T10:17:00Z,49.4537
2015-12-07T10:18:00Z,49.8447
2015-12-07T10:19:00Z,50.2149
2015-12-07T10:20:00Z,50.6076
2015-12-07T10:21:00Z,51.1476
2015-12-07T10:22:00Z,51.9759
2015-12-07T10:23:00Z,53.234
2015-12-07T10:24:00Z,55.0077
2015-12-07T10:25:00Z,57.0745
2015-12-07T10:26:00Z,59.1046
2015-12-07T10:27:00Z,60.7682
2015-12-07T10:28:00Z,61.7695
2015-12-07T10:29:00Z,62.1518
2015-12-07T10:30:00Z,62.1549
2015-12-07T10:31:00Z,62.0211
2015-12-07T10:32:00Z,61.9849
2015-12-07T10:33:00Z,62.1279
2015-12-07T10:34:00Z,62.3883
2015-12-07T10:35:00Z,62.6989
2015-12-07T10:36:00Z,62.9932
2015-12-07T10:37:00Z,63.2393
2015-12-07T10:38:00Z,63.4579
2015-12-07T10:39:00Z,63.6741
2015-12-07T10:40:00Z,63.9128
2015-12-07T10:41:00Z,64.1908
2015-12-07T10:42:00Z,64.5047
2015-12-07T10:43:00Z,64.8478
2015-12-07T10:44:00Z,65.2135
2015-12-07T10:45:00Z,65.5935
2015-12-07T10:46:00Z,65.9717
2015-12-07T10:47:00Z,66.3303
2015-12-07T10:48:00Z,66.6516
2015-12-07T10:49:00Z,66.9208
2015-12-07T10:50:00Z,67.1485
2015-12-07T10:51:00Z,67.3563
2015-12-07T10:52:00Z,67.5659
2015-12-07T10:53:00Z,67.7975
2015-12-07T10:54:00Z,68.0499
2015-12-07T10:55:00Z,68.3064
2015-12-07T10:56:00Z,68.5496
2015-12-07T10:57:00Z,68.7627
2015-12-07T10:58:00Z,68.9406
2015-12-07T10:59:00Z,69.0925
2015-12-07T11:00:00Z,69.2283
2015-12-07T11:01:00Z,69.3578
2015-12-07T11:02:00Z,69.4875
2015-12-07T11:03:00Z,69.6168
2015-12-07T11:04:00Z,69.7445
2015-12-07T11:05:00Z,69.8695
2015-12-07T11:06:00Z,69.9904
2015-12-07T11:07:00Z,70.1054
2015-12-07T11:08:00Z,70.2125
2015-12-07T11:09:00Z,70.3098
2015-12-07T11:10:00Z,70.3952
2015-12-07T11:11:00Z,70.4655
2015-12-07T11:12:00Z,70.5169
2015-12-07T11:13:00Z,70.5459
2015-12-07T11:14:00Z,70.5491
2015-12-07T11:15:00Z,70.5279
2015-12-07T11:16:00Z,70.4864
2015-12-07T11:17:00Z,70.4286
2015-12-07T11:18:00Z,70.3584
2015-12-07T11:19:00Z,70.2777
2015-12-07T11:20:00Z,70.1869
2015-12-07T11:21:00Z,70.0859
2015-12-07T11:22:00Z,69.9748
2015-12-07T11:23:00Z,69.857
2015-12-07T11:24:00Z,69.7401
2015-12-07T11:25:00Z,69.6323
2015-12-07T11:26:00Z,69.5418
2015-12-07T11:27:00Z,69.4726
2015-12-07T11:28:00Z,69.4187
2015-12-07T11:29:00Z,69.3724
2015-12-07T11:30:00Z,69.3263
2015-12-07T11:31:00Z,69.2774
2015-12-07T11:32:00Z,69.2425
2015-12-07T11:33:00Z,69.2439
2015-12-07T11:34:00Z,69.3039
2015-12-07T11:35:00Z,69.4396
2015-12-07T11:36:00Z,69.6307
2015-12-07T11:37:00Z,69.84
2015-12-07T11:38:00Z,70.0302
2015-12-07T11:39:00Z,70.1666
2015-12-07T11:40:00Z,70.253
